id,date,amount,info
3925,2021-03-19,150500,
3926,2021-03-22,183500,
3927,2020-10-08,89500,
3928,2020-10-03,99900,
3929,2021-01-23,159700,
3930,2020-12-05,78100,
3931,2020-07-06,84500,
3932,2020-11-28,76400,
3933,2020-10-18,60900,
3934,2020-09-26,149700,
3935,2020-08-22,186500,
3936,2020-10-08,168800,
3937,2021-01-05,53000,
3938,2020-10-24,91900,
3939,2021-03-28,196900,
3940,2020-08-09,178900,
3941,2021-01-10,118500,
3942,2021-01-14,178400,
3943,2020-06-29,29000,
3944,2020-07-02,153500,
3945,2020-10-19,110700,
3946,2021-04-09,80900,
3947,2020-12-04,140000,
3948,2020-08-24,13100,
3949,2020-10-01,169800,
3950,2020-10-29,156100,
3951,2020-11-26,70400,
3952,2021-02-14,75300,
3953,2021-02-23,126700,
3954,2020-10-12,55200,
3955,2020-08-09,61400,
3956,2021-03-19,29400,
3957,2020-10-08,149900,
3958,2021-01-25,134200,
3959,2020-07-19,106800,
3960,2020-12-06,34100,
3961,2020-07-07,75500,
3962,2020-10-03,68400,
3963,2021-02-05,141500,
3964,2020-06-24,188600,
3965,2021-04-10,107900,
3966,2020-10-06,55700,
3967,2020-07-06,23400,
3968,2021-01-29,48100,
3969,2021-03-11,18100,
3970,2021-03-11,18600,
3971,2021-03-15,158600,
3972,2020-12-18,178500,
3973,2020-12-30,44900,
3974,2020-08-22,50000,
3975,2020-09-18,173500,
3976,2021-03-12,25000,
3977,2021-01-20,126800,
3978,2020-09-05,168900,
3979,2020-09-26,52400,
3980,2021-01-09,108400,
3981,2021-04-03,162800,
3982,2020-08-25,189100,
3983,2020-12-09,136100,
3984,2020-08-08,55700,
3985,2020-07-27,163800,
3986,2021-04-12,155400,
3987,2021-03-09,98300,
3988,2020-10-29,189000,
3989,2021-02-11,126400,
3990,2020-08-07,159000,
3991,2020-08-30,81600,
3992,2020-11-22,121200,
3993,2020-11-30,10600,
3994,2020-12-28,39800,
3995,2021-02-19,42200,
3996,2020-06-27,81300,
3997,2021-01-09,144500,
3998,2021-02-02,21400,
3999,2020-11-20,135000,
4000,2021-02-12,77500,
4001,2021-03-05,108000,
4002,2021-02-03,157600,
4003,2020-10-12,127700,
4004,2021-01-16,115200,
4005,2020-09-08,99800,
4006,2020-08-22,19900,
4007,2020-10-30,55600,
4008,2021-04-09,63300,
4009,2021-03-28,41600,
4010,2021-02-22,69800,
4011,2021-01-21,143500,
4012,2021-02-03,130200,
4013,2020-07-19,135000,
4014,2021-01-17,181800,
4015,2020-11-21,147100,
4016,2020-11-17,114400,
4017,2020-10-08,115800,
4018,2020-11-22,126600,
4019,2020-11-05,91800,
4020,2021-02-24,31100,
4021,2021-01-15,38900,
4022,2020-10-16,131500,
4023,2020-09-23,180700,
4024,2021-01-18,22300,
4025,2021-03-10,159500,
4026,2021-01-01,10400,
4027,2020-11-17,58300,
4028,2020-08-20,68100,
4029,2021-04-11,52300,
4030,2021-04-07,11700,
4031,2020-08-03,126100,
4032,2021-02-19,133600,
4033,2020-09-28,24300,
4034,2021-02-21,89700,
4035,2020-12-24,77900,
4036,2020-08-27,183900,
4037,2020-12-04,167500,
4038,2020-10-25,133100,
4039,2020-10-09,92900,
4040,2020-08-13,54500,
4041,2020-08-16,25800,
4042,2020-10-30,73600,
4043,2020-07-31,163800,
4044,2020-12-05,158800,
4045,2020-10-17,177400,
4046,2021-01-11,194000,
4047,2020-08-02,104400,
4048,2020-08-03,73900,
4049,2020-09-05,119200,
4050,2020-06-26,27000,
4051,2020-12-31,78400,
4052,2020-12-04,133900,
4053,2020-11-04,194700,
4054,2020-12-22,23900,
4055,2020-10-14,43900,
4056,2021-01-14,144200,
4057,2021-03-15,111500,
4058,2020-12-21,142700,
4059,2020-10-28,134600,
4060,2020-10-08,175700,
4061,2021-03-09,15900,
4062,2020-08-04,96900,
4063,2021-01-05,196100,
4064,2020-12-18,126100,
4065,2020-11-06,32700,
4066,2020-10-30,79100,
4067,2020-08-31,65300,
4068,2021-03-25,16000,
4069,2020-11-09,124100,
4070,2021-04-04,37500,
4071,2021-03-18,68100,
4072,2020-12-02,171000,
4073,2021-02-04,86000,
4074,2020-10-22,80700,
4075,2021-01-25,76100,
4076,2020-12-25,114800,
4077,2021-04-11,178900,
4078,2020-07-20,100300,
4079,2021-04-04,49300,
4080,2021-03-10,55600,
4081,2021-01-14,44900,
4082,2020-12-17,168000,
4083,2021-02-12,150200,
4084,2020-11-05,72200,
4085,2020-06-24,64500,
4086,2020-12-17,75400,
4087,2020-12-31,107400,
4088,2021-04-12,182100,
4089,2020-12-31,46700,
4090,2020-11-11,45700,
4091,2020-08-15,107600,
4092,2020-08-17,68800,
4093,2020-11-22,99900,
4094,2020-07-15,165200,
4095,2020-11-03,27000,
4096,2021-01-06,105400,
4097,2021-04-16,176800,
4098,2021-02-17,65400,
4099,2021-04-09,174900,
4100,2020-11-18,187200,
4101,2021-04-17,44800,
4102,2020-10-11,152600,
4103,2020-07-05,73100,
4104,2020-10-01,29600,
4105,2020-06-24,14600,
4106,2021-03-07,26500,
4107,2021-01-10,59800,
4108,2020-12-09,151500,
4109,2020-07-26,51500,
4110,2021-02-26,88800,
4111,2020-10-19,34300,
4112,2021-02-28,62800,
4113,2021-02-27,137200,
4114,2020-07-20,82600,
4115,2021-01-04,56100,
4116,2020-11-28,49400,
4117,2020-09-22,179700,
4118,2020-11-26,35800,
4119,2020-10-18,187400,
4120,2020-12-17,45700,
4121,2020-09-06,110400,
4122,2020-08-19,135900,
4123,2020-08-07,42900,
4124,2020-07-24,104200,
4125,2021-02-25,67600,
4126,2021-03-20,142400,
4127,2020-06-24,149900,
4128,2021-03-25,187900,
4129,2021-01-10,53400,
4130,2020-10-27,83300,
4131,2020-07-26,136800,
4132,2020-10-06,39900,
4133,2021-03-20,188600,
4134,2020-12-27,160900,
4135,2020-09-23,140100,
4136,2020-09-25,86400,
4137,2020-10-01,33200,
4138,2020-11-16,192200,
4139,2020-11-13,180100,
4140,2021-02-13,174800,
4141,2020-10-04,185200,
4142,2020-08-03,156700,
4143,2021-01-14,129000,
4144,2021-01-16,52100,
4145,2021-02-15,135400,
4146,2021-01-21,37900,
4147,2021-02-03,130400,
4148,2020-09-04,71400,
4149,2020-12-20,60300,
4150,2021-02-22,170200,
4151,2020-10-14,62700,
4152,2020-06-29,110800,
4153,2020-09-24,97900,
4154,2020-07-06,133800,
4155,2021-02-11,120200,
4156,2020-07-13,199900,
4157,2021-04-11,42100,
4158,2020-12-11,25600,
4159,2021-01-10,93000,
4160,2020-10-17,189300,
4161,2021-02-09,150000,
4162,2021-02-02,25300,
4163,2021-02-13,180300,
4164,2020-11-16,186800,
4165,2020-12-01,86700,
4166,2020-10-08,85400,
4167,2020-08-14,83300,
4168,2020-11-06,183700,
4169,2020-10-12,108100,
4170,2021-04-05,139300,
4171,2021-04-09,32400,
4172,2021-01-28,74800,
4173,2021-04-01,96300,
4174,2020-12-31,188000,
4175,2021-03-03,100500,
4176,2021-03-13,23100,
4177,2020-10-06,44400,
4178,2020-07-12,23300,
4179,2020-12-19,135000,
4180,2021-04-07,153700,
4181,2021-02-07,117500,
4182,2021-01-28,124200,
4183,2020-08-28,119900,
4184,2020-10-28,70700,
4185,2020-11-09,69300,
4186,2020-08-12,91300,
4187,2020-08-22,173300,
4188,2021-03-27,163700,
4189,2020-09-23,113200,
4190,2020-07-02,154800,
4191,2020-11-17,71800,
4192,2020-07-07,139100,
4193,2021-03-01,178800,
4194,2021-01-19,122900,
4195,2020-10-08,71900,
4196,2020-07-30,126900,
4197,2021-02-03,119400,
4198,2020-08-22,184200,
4199,2020-10-19,140500,
4200,2021-03-27,189600,
4201,2021-04-13,66600,
4202,2020-11-30,140100,
4203,2020-07-12,28800,
4204,2020-07-16,165700,
4205,2021-04-18,58400,
4206,2020-12-28,94600,
4207,2020-06-29,84900,
4208,2021-04-17,124400,
4209,2020-10-01,156100,
4210,2021-01-16,125600,
4211,2021-01-23,78900,
4212,2021-03-09,73900,
4213,2021-01-08,107600,
4214,2020-08-19,191900,
4215,2020-10-02,109400,
4216,2021-01-22,17700,
4217,2020-10-06,191600,
4218,2021-02-17,50900,
4219,2020-08-22,68000,
4220,2020-10-09,66800,
4221,2020-11-21,60700,
4222,2020-11-12,70100,
4223,2021-02-10,41300,
4224,2020-10-08,62800,
4225,2020-12-05,94800,
4226,2020-07-06,93700,
4227,2021-04-15,42200,
4228,2020-08-09,188800,
4229,2020-11-29,127600,
4230,2020-09-14,156700,
4231,2021-01-03,55000,
4232,2021-01-30,48400,
4233,2021-04-07,198500,
4234,2020-07-29,149200,
4235,2021-01-31,54400,
4236,2021-04-06,75300,
4237,2020-07-21,58100,
4238,2020-09-04,99800,
4239,2020-12-15,24300,
4240,2020-10-21,106900,
4241,2021-04-14,95900,
4242,2020-10-10,114400,
4243,2021-01-08,77900,
4244,2020-08-31,25300,
4245,2021-04-07,155200,
4246,2020-07-06,55700,
4247,2021-01-10,17600,
4248,2020-08-14,112200,
4249,2021-02-21,69100,
4250,2021-03-19,57600,
4251,2020-09-10,83300,
4252,2021-04-05,48000,
4253,2021-01-04,80100,
4254,2020-09-28,192400,
4255,2021-02-12,56900,
4256,2020-11-03,65200,
4257,2020-08-05,61800,
4258,2021-01-26,61500,
4259,2020-07-21,47200,
4260,2020-10-16,131900,
4261,2021-03-07,140100,
4262,2021-01-10,140700,
4263,2021-03-03,41800,
4264,2020-08-17,127500,
4265,2020-09-25,52900,
4266,2020-07-03,89500,
4267,2020-11-27,19700,
4268,2020-10-29,43900,
4269,2020-09-25,116500,
4270,2021-01-09,118600,
4271,2021-03-18,119300,
4272,2021-01-11,38500,
4273,2020-07-08,112600,
4274,2020-10-30,19400,
4275,2020-08-09,157400,
4276,2021-01-21,182600,
4277,2020-09-23,75200,
4278,2020-10-31,46900,
4279,2020-12-23,74200,
4280,2020-08-17,194300,
4281,2020-07-30,27800,
4282,2020-11-18,113800,
4283,2020-09-24,69000,
4284,2020-10-21,138700,
4285,2021-01-07,151400,
4286,2020-08-17,139800,
4287,2020-07-16,100100,
4288,2020-07-27,177100,
4289,2021-04-12,141800,
4290,2020-11-12,146800,
4291,2020-09-28,93700,
4292,2021-02-04,36000,
4293,2020-09-02,184400,
4294,2020-07-22,195800,
4295,2020-09-20,31800,
4296,2020-08-20,53100,
4297,2021-03-18,141300,
4298,2021-03-18,91600,
4299,2021-01-30,91600,
4300,2020-10-02,132700,
4301,2020-11-13,177300,
4302,2021-04-14,88400,
4303,2020-12-24,102600,
4304,2021-02-15,148900,
4305,2020-12-23,49100,
4306,2020-06-27,76600,
4307,2020-09-24,112600,
4308,2020-12-03,76300,
4309,2020-12-17,83400,
4310,2020-07-22,160400,
4311,2020-09-04,76600,
4312,2020-12-23,18200,
4313,2020-12-31,121000,
4314,2020-07-22,28100,
4315,2020-12-13,105000,
4316,2020-08-03,116300,
4317,2020-09-22,152200,
4318,2020-09-10,68400,
4319,2020-06-25,68800,
4320,2020-09-24,35000,
4321,2020-10-05,194400,
4322,2020-12-01,89600,
4323,2021-03-19,50000,
4324,2020-07-03,132700,
4325,2020-11-12,67700,
4326,2021-02-08,195800,
4327,2021-01-06,174400,
4328,2020-09-25,16800,
4329,2020-08-08,69700,
4330,2020-09-03,124600,
4331,2020-10-24,166600,
4332,2020-11-28,123500,
4333,2021-03-05,177300,
4334,2020-10-10,32800,
4335,2021-03-08,95600,
4336,2021-03-10,184800,
4337,2020-08-17,108400,
4338,2020-08-23,73400,
4339,2020-11-27,30100,
4340,2020-10-27,198100,
4341,2021-02-01,56000,
4342,2020-09-07,59200,
4343,2021-02-26,180000,
4344,2020-09-02,194100,
4345,2020-10-02,11300,
4346,2020-11-03,170500,
4347,2020-07-16,52500,
4348,2020-08-04,20000,
4349,2020-07-13,19000,
4350,2020-12-02,96800,
4351,2021-01-23,98800,
4352,2020-11-23,51700,
4353,2021-02-06,165600,
4354,2021-02-07,80500,
4355,2020-09-27,168300,
4356,2020-12-28,198700,
4357,2020-08-30,79000,
4358,2020-07-02,191900,
4359,2021-01-27,65500,
4360,2021-03-01,147200,
4361,2021-03-04,52000,
4362,2021-04-17,79400,
4363,2020-09-11,39000,
4364,2020-10-05,50900,
4365,2020-09-17,110800,
4366,2021-03-25,77100,
4367,2021-03-15,29000,
4368,2020-10-25,72500,
4369,2020-09-30,123200,
4370,2021-02-03,143400,
4371,2020-11-27,105700,
4372,2020-09-29,155400,
4373,2020-12-05,117400,
4374,2020-10-18,147000,
4375,2020-11-22,76800,
4376,2020-08-20,143800,
4377,2020-11-25,56100,
4378,2021-01-08,110600,
4379,2020-11-22,131100,
4380,2020-09-17,49400,
4381,2021-03-02,191600,
4382,2021-02-19,41900,
4383,2020-12-14,55300,
4384,2020-08-06,76700,
4385,2020-07-30,157700,
4386,2021-01-06,61200,
4387,2021-03-09,26200,
4388,2020-11-30,107100,
4389,2021-02-09,61900,
4390,2020-09-10,131300,
4391,2020-07-26,15900,
4392,2020-11-04,61300,
4393,2021-03-11,134000,
4394,2020-11-04,118700,
4395,2020-10-09,51000,
4396,2020-07-15,34000,
4397,2021-02-01,150600,
4398,2020-07-06,120000,
4399,2020-12-31,171300,
4400,2021-01-22,60800,
4401,2021-04-11,34800,
4402,2020-12-18,99600,
4403,2020-07-03,168500,
4404,2020-07-10,99000,
4405,2021-01-16,138300,
4406,2021-03-08,175900,
4407,2020-09-25,34600,
4408,2020-07-15,12800,
4409,2021-01-27,179300,
4410,2020-09-02,81300,
4411,2021-04-05,73500,
4412,2021-01-01,78900,
4413,2021-04-06,70200,
4414,2020-07-28,127500,
4415,2020-07-08,118200,
4416,2020-08-31,12600,
4417,2021-01-09,101900,
4418,2021-03-01,186300,
4419,2020-12-29,167500,
4420,2021-01-15,177700,
4421,2021-01-18,189200,
4422,2020-12-20,147700,
4423,2020-09-26,174800,
4424,2021-01-07,155100,
4425,2021-02-20,29000,
4426,2020-12-17,96300,
4427,2020-12-20,55600,
4428,2021-01-08,159400,
4429,2021-01-20,91600,
4430,2021-01-17,132500,
4431,2020-08-31,139800,
4432,2020-12-20,77100,
4433,2020-11-04,139100,
4434,2020-10-03,197800,
4435,2021-04-10,131500,
4436,2020-12-09,172200,
4437,2020-09-09,15600,
4438,2021-02-11,115800,
4439,2020-07-11,197800,
4440,2021-02-02,196700,
4441,2021-03-28,28900,
4442,2020-08-02,112500,
4443,2021-02-17,138800,
4444,2020-07-31,73000,
4445,2020-07-18,68500,
4446,2020-08-19,40200,
4447,2021-02-22,49800,
4448,2020-11-10,169900,
4449,2020-06-26,113000,
4450,2020-07-29,144800,
4451,2021-01-24,146000,
4452,2020-11-27,178300,
4453,2020-11-11,51100,
4454,2020-07-09,170000,
4455,2020-06-27,58400,
4456,2021-02-09,180000,
4457,2020-10-15,188500,
4458,2021-02-27,114000,
4459,2020-12-28,161400,
4460,2021-01-17,100700,
4461,2021-02-25,148700,
4462,2020-12-13,135000,
4463,2020-12-15,182800,
4464,2021-04-07,133200,
4465,2020-12-24,162000,
4466,2020-08-27,151600,
4467,2021-01-18,170500,
4468,2020-09-19,32500,
4469,2021-02-01,20000,
4470,2021-01-06,117600,
4471,2020-12-17,133900,
4472,2020-07-10,86500,
4473,2020-10-28,164400,
4474,2020-07-28,176700,
4475,2020-08-10,96500,
4476,2021-03-01,120500,
4477,2020-08-23,130300,
4478,2020-09-01,145800,
4479,2020-11-02,29900,
4480,2021-01-24,158100,
4481,2021-04-13,31600,
4482,2020-07-07,168500,
4483,2021-03-23,176200,
4484,2020-12-18,127700,
4485,2020-12-11,123400,
4486,2021-01-24,22900,
4487,2021-03-28,86500,
4488,2020-10-10,97700,
4489,2020-09-19,116000,
4490,2021-03-17,104800,
4491,2021-02-08,159500,
4492,2020-10-21,137700,
4493,2020-11-13,174200,
4494,2020-08-01,158000,
4495,2020-08-30,191500,
4496,2021-03-28,45200,
4497,2020-07-19,23200,
4498,2020-10-09,80400,
4499,2020-10-12,40500,
4500,2021-04-11,14700,
4501,2021-01-06,76700,
4502,2020-08-29,121900,
4503,2020-08-06,25800,
4504,2020-08-11,66600,
4505,2021-01-30,185500,
4506,2020-12-14,47200,
4507,2020-07-04,36500,
4508,2021-02-08,130100,
4509,2020-08-05,147600,
4510,2021-02-21,162200,
4511,2020-09-08,79400,
4512,2021-02-01,39700,
4513,2020-10-06,80900,
4514,2020-07-03,36700,
4515,2021-01-14,159300,
4516,2020-11-21,195900,
4517,2021-01-20,179700,
4518,2020-07-24,64100,
4519,2020-08-09,26900,
4520,2021-03-31,115100,
4521,2021-03-28,123400,
4522,2020-12-30,37300,
4523,2021-03-04,122500,
4524,2021-02-19,145900,
4525,2021-03-02,47300,
4526,2020-12-30,108000,
4527,2020-06-25,165400,
4528,2021-02-24,49400,
4529,2021-03-17,186400,
4530,2021-02-14,142100,
4531,2020-11-07,170700,
4532,2021-01-27,85400,
4533,2020-08-20,10700,
4534,2021-01-12,170300,
4535,2020-10-22,175100,
4536,2020-09-19,143500,
4537,2020-09-14,194400,
4538,2020-12-16,18000,
4539,2021-03-18,174900,
4540,2020-08-08,51900,
4541,2020-10-17,188200,
4542,2020-12-24,194400,
4543,2020-11-02,195500,
4544,2020-09-03,98000,
4545,2021-01-10,120700,
4546,2021-02-21,100200,
4547,2020-07-20,12300,
4548,2020-09-04,39300,
4549,2020-09-30,49400,
4550,2020-11-07,106400,
4551,2020-09-13,57400,
4552,2020-08-24,91600,
4553,2020-07-06,59500,
4554,2021-02-16,11100,
4555,2021-04-03,175100,
4556,2020-09-10,56200,
4557,2021-04-11,155900,
4558,2020-10-05,68400,
4559,2020-09-06,137700,
4560,2020-06-25,92300,
4561,2021-03-27,126800,
4562,2020-12-28,107300,
4563,2020-07-17,49100,
4564,2020-07-31,199200,
4565,2020-08-10,67200,
4566,2020-08-07,141500,
4567,2021-02-08,31800,
4568,2020-10-24,89700,
4569,2021-01-24,26400,
4570,2021-04-13,153500,
4571,2021-01-09,68800,
4572,2020-10-23,66500,
4573,2021-02-23,137400,
4574,2020-10-03,112900,
4575,2020-07-17,80900,
4576,2021-02-10,22400,
4577,2020-07-02,68400,
4578,2021-01-14,26400,
4579,2020-11-18,151700,
4580,2021-01-29,95600,
4581,2021-04-07,92800,
4582,2021-02-27,54800,
4583,2020-09-26,134100,
4584,2020-07-12,158300,
4585,2021-02-28,107700,
4586,2020-10-15,86200,
4587,2020-10-20,126700,
4588,2020-12-21,59500,
4589,2020-07-31,32900,
4590,2020-12-29,91800,
4591,2020-11-16,60700,
4592,2021-01-17,195600,
4593,2021-03-29,175300,
4594,2020-08-28,154500,
4595,2020-11-25,126200,
4596,2021-01-08,29300,
4597,2020-12-26,75400,
4598,2021-01-06,115500,
4599,2020-08-22,124500,
4600,2020-10-19,144900,
4601,2021-01-11,113300,
4602,2021-02-10,96300,
4603,2020-08-08,47500,
4604,2020-12-05,105600,
4605,2020-11-23,131400,
4606,2020-10-08,187500,
4607,2020-10-21,38100,
4608,2020-10-03,112100,
4609,2020-07-06,33200,
4610,2021-01-20,90900,
4611,2020-12-25,137900,
4612,2021-02-04,141200,
4613,2020-07-12,55700,
4614,2020-11-24,139800,
4615,2020-07-20,92800,
4616,2020-11-16,61900,
4617,2020-07-22,180300,
4618,2020-11-10,34800,
4619,2020-09-01,193700,
4620,2021-04-07,103500,
4621,2021-01-11,35000,
4622,2020-10-18,64300,
4623,2021-02-20,144700,
4624,2020-09-19,132700,
4625,2020-11-11,14300,
4626,2021-04-18,91300,
4627,2021-01-03,125200,
4628,2021-01-29,93600,
4629,2020-08-08,123900,
4630,2021-01-25,169900,
4631,2021-01-19,59700,
4632,2021-03-27,194500,
4633,2020-06-25,51700,
4634,2020-09-20,74500,
4635,2021-03-26,180100,
4636,2020-06-27,12500,
4637,2020-11-19,179500,
4638,2021-02-20,56900,
4639,2020-07-23,76300,
4640,2020-08-29,113900,
4641,2020-08-15,190300,
4642,2020-08-02,132800,
4643,2020-12-15,21800,
4644,2020-12-06,127200,
4645,2021-03-17,76800,
4646,2020-09-02,179800,
4647,2021-03-28,167100,
4648,2021-03-16,125900,
4649,2020-07-24,174100,
4650,2021-03-17,116200,
4651,2021-03-20,151200,
4652,2020-12-11,117200,
4653,2021-03-13,67600,
4654,2021-02-06,174100,
4655,2020-10-13,175100,
4656,2020-10-04,135900,
4657,2020-09-14,181800,
4658,2021-02-12,113100,
4659,2021-04-15,35000,
4660,2020-12-18,140800,
4661,2020-09-28,59900,
4662,2020-11-16,130200,
4663,2020-10-08,146500,
4664,2020-10-25,20900,
4665,2020-09-24,87300,
4666,2021-02-26,111800,
4667,2021-03-15,16500,
4668,2021-02-11,132800,
4669,2020-08-05,47200,
4670,2021-01-09,145100,
4671,2021-01-02,198200,
4672,2021-02-18,128400,
4673,2020-08-31,152700,
4674,2020-11-07,86700,
4675,2020-08-03,98600,
4676,2021-04-17,44900,
4677,2020-11-15,114200,
4678,2021-02-09,148100,
4679,2020-12-08,89000,
4680,2021-04-17,171100,
4681,2020-07-23,156900,
4682,2021-01-05,125100,
4683,2020-09-18,175000,
4684,2020-09-22,40500,
4685,2020-07-29,162800,
4686,2021-01-15,83600,
4687,2020-12-22,36000,
4688,2021-01-27,123100,
4689,2021-03-05,148800,
4690,2020-10-30,154900,
4691,2020-08-13,86500,
4692,2021-03-08,68000,
4693,2021-01-14,140800,
4694,2020-07-22,159600,
4695,2020-06-25,22600,
4696,2021-03-16,73600,
4697,2021-02-13,44200,
4698,2021-02-12,102600,
4699,2020-06-24,188600,
4700,2020-07-03,188100,
4701,2021-02-25,113400,
4702,2021-03-25,77500,
4703,2021-01-25,85200,
4704,2021-03-02,30700,
4705,2020-10-14,33600,
4706,2021-03-02,109500,
4707,2020-11-02,125500,
4708,2020-07-15,192800,
4709,2020-10-28,135900,
4710,2020-08-13,52900,
4711,2020-07-02,67100,
4712,2020-11-01,61800,
4713,2021-03-03,73600,
4714,2020-12-22,13700,
4715,2020-09-03,81400,
4716,2020-10-11,175800,
4717,2020-08-02,23100,
4718,2021-03-20,24500,
4719,2021-02-21,55200,
4720,2020-06-26,123000,
4721,2020-12-31,124600,
4722,2020-08-04,152300,
4723,2020-06-30,172200,
4724,2021-02-08,43300,
4725,2021-01-30,105900,
4726,2020-12-09,111400,
4727,2020-11-15,123000,
4728,2020-07-22,128200,
4729,2021-03-18,49300,
4730,2021-03-10,90400,
4731,2020-08-23,162700,
4732,2020-10-06,161700,
4733,2021-03-04,87300,
4734,2020-11-10,131300,
4735,2021-04-09,33000,
4736,2020-09-20,136800,
4737,2020-08-13,164100,
4738,2020-08-08,62200,
4739,2020-07-20,131800,
4740,2020-07-08,135100,
4741,2020-09-11,113600,
4742,2020-08-07,75000,
4743,2020-07-31,43900,
4744,2021-01-21,86800,
4745,2020-08-22,81300,
4746,2021-02-12,166300,
4747,2021-03-09,19000,
4748,2020-10-25,159700,
4749,2021-03-25,100400,
4750,2020-12-28,162500,
4751,2020-07-28,150400,
4752,2020-08-13,148500,
4753,2021-01-18,23400,
4754,2020-12-24,167700,
4755,2020-10-02,160900,
4756,2020-12-11,93300,
4757,2020-10-12,174700,
4758,2020-08-28,89800,
4759,2021-01-14,54800,
4760,2020-06-27,176000,
4761,2020-10-31,37600,
4762,2020-12-15,57700,
4763,2021-04-02,164400,
4764,2020-07-28,127500,
4765,2021-02-06,74600,
4766,2021-01-25,129800,
4767,2020-10-08,168900,
4768,2021-02-10,154100,
4769,2021-04-06,67800,
4770,2021-01-04,40100,
4771,2020-12-12,108500,
4772,2020-09-07,70600,
4773,2020-08-17,40400,
4774,2020-08-12,28600,
4775,2021-02-13,184700,
4776,2020-08-21,27900,
4777,2020-06-28,48600,
4778,2021-01-10,28500,
4779,2021-01-30,43500,
4780,2020-09-21,104400,
4781,2021-02-23,144200,
4782,2020-12-29,140500,
4783,2020-08-04,147800,
4784,2020-12-22,129600,
4785,2021-04-19,145600,
4786,2020-12-01,99100,
4787,2020-10-01,146000,
4788,2021-04-16,15900,
4789,2021-03-31,98100,
4790,2020-10-23,90100,
4791,2021-01-04,60300,
4792,2021-03-27,126100,
4793,2020-09-29,154300,
4794,2020-07-29,96400,
4795,2021-03-04,94100,
4796,2020-07-04,76800,
4797,2020-10-05,156500,
4798,2021-04-07,143700,
4799,2020-06-24,38200,
4800,2021-01-17,36700,
4801,2021-03-14,187000,
4802,2020-10-30,126700,
4803,2021-03-11,97500,
4804,2020-08-11,118600,
4805,2020-07-18,19600,
4806,2020-10-08,47000,
4807,2020-12-19,197800,
4808,2020-10-24,121300,
4809,2020-08-24,182200,
4810,2020-07-04,61900,
4811,2020-07-09,168600,
4812,2021-04-10,39300,
4813,2020-09-10,117300,
4814,2021-03-21,23100,
4815,2020-12-13,26500,
4816,2020-09-26,29000,
4817,2021-01-24,39100,
4818,2020-10-13,101000,
4819,2021-04-14,75700,
4820,2020-09-23,149000,
4821,2020-09-25,31000,
4822,2020-09-17,133500,
4823,2021-03-12,69500,
4824,2021-04-06,28700,
4825,2020-12-01,46000,
4826,2021-04-19,152600,
4827,2021-01-05,135800,
4828,2021-02-20,180200,
4829,2020-08-17,26500,
4830,2020-07-08,163400,
4831,2021-01-27,95100,
4832,2020-11-24,34600,
4833,2021-02-21,56900,
4834,2020-09-19,83600,
4835,2020-06-28,190600,
4836,2020-11-25,41500,
4837,2021-04-16,146600,
4838,2021-01-24,99300,
